id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,2.75789e+07,1.76744e+09,9576,2880,2
1,2.75789e+07,1.76744e+09,9576,2880,2
2,1.0537e+07,1.82491e+09,4704,2240,0
3,1.65581e+07,1.53539e+08,4704,3520,3
4,1.66487e+09,1.71352e+09,40488,41120,1
5,1.12896e+07,1.6128e+08,7056,1600,3
6,1.0537e+07,1.82491e+09,4704,2240,0
7,1.12896e+07,1.64828e+08,7056,1600,0
8,1.0537e+07,1.82115e+09,4704,2240,0
9,1.0537e+07,1.28701e+08,4704,2240,0
10,1.50528e+07,1.62033e+08,11760,1280,3
11,1.0537e+07,1.32465e+08,4704,2240,0
12,1.0537e+07,1.64828e+08,4704,2240,0
13,1.0537e+07,1.82115e+09,4704,2240,0
14,1.0537e+07,1.28701e+08,4704,2240,0
15,1.66487e+09,1.71352e+09,40488,41120,1
16,1.58054e+07,1.49775e+08,7056,2240,3
17,1.0537e+07,1.32465e+08,4704,2240,0
