0,83
0,20
1,83
1,0
2,29
2,46
3,18
3,7
4,76
4,81
5,18
5,80
6,82
6,4
7,13
7,36
8,64
8,52
9,69
9,73
10,57
10,73
11,42
11,58
12,32
12,60
13,41
13,51
14,64
14,67
15,23
15,37
16,31
16,59
19,66
19,75
20,28
20,25
21,53
21,26
23,38
23,14
24,9
24,2
25,34
25,77
27,3
27,70
28,74
28,48
29,39
29,24
30,62
30,72
32,40
32,28
32,54
32,17
32,55
32,53
32,56
32,33
32,23
32,21
32,63
32,38
32,12
32,11
32,10
32,8
32,30
32,31
32,41
32,70
32,44
32,39
32,57
32,72
32,52
32,32
32,71
32,74
32,66
32,13
32,78
32,79
32,80
32,81
32,9
32,29
32,4
32,0
33,15
33,25
33,35
33,50
33,43
33,26
33,49
33,45
33,37
33,6
33,16
33,14
33,22
33,27
33,19
33,5
33,47
33,58
33,59
33,61
33,67
33,24
33,69
33,60
33,65
33,48
33,75
33,36
33,7
33,68
33,34
33,20
33,2
33,1
34,40
34,15
35,30
35,47
36,17
36,50
37,54
37,35
38,63
38,16
39,79
39,77
40,78
40,68
41,56
41,49
42,11
42,27
43,8
43,5
44,55
44,43
45,10
45,19
46,33
46,45
47,21
47,6
48,82
48,20
49,1
49,46
50,76
50,7
51,62
51,67
52,61
52,51
53,71
53,65
54,12
54,22
55,3
55,58
56,42
56,44
