id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,4.29005e+07,4.65132e+08,7056,6080,0
1,4.29005e+07,4.65132e+08,7056,6080,0
2,6.09638e+07,5.73512e+08,7056,8640,0
3,4.29005e+07,4.65132e+08,7056,6080,0
4,6.09638e+07,5.73512e+08,7056,8640,0
5,4.29005e+07,4.65132e+08,7056,6080,0
6,6.09638e+07,5.30611e+08,7056,8640,0
7,4.29005e+07,4.65132e+08,7056,6080,0
8,6.09638e+07,5.73512e+08,7056,8640,0
9,6.09638e+07,5.73512e+08,7056,8640,0
10,6.09638e+07,5.73512e+08,7056,8640,0
11,4.29005e+07,4.65132e+08,7056,6080,0
12,4.29005e+07,4.04168e+08,7056,6080,0
13,4.29005e+07,4.65132e+08,7056,6080,0
14,6.09638e+07,5.73512e+08,7056,8640,0
15,6.09638e+07,5.73512e+08,7056,8640,0
