id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,1.0537e+07,1.17412e+08,4704,2240,0
1,1.0537e+07,1.27196e+08,4704,2240,0
2,1.12896e+07,1.27949e+08,7056,1600,0
3,1.0537e+07,1.17412e+08,4704,2240,0
4,1.0537e+07,2.21738e+09,4704,2240,0
5,1.0537e+07,2.19631e+09,4704,2240,0
6,1.0537e+07,2.2076e+09,4704,2240,0
7,2.09019e+09,2.15416e+09,45360,46080,1
8,1.0537e+07,1.38486e+08,4704,2240,0
9,1.0537e+07,2.22792e+09,4704,2240,0
10,1.0537e+07,9.55853e+07,4704,2240,0
11,1.0537e+07,2.2076e+09,4704,2240,0
12,1.0537e+07,1.17412e+08,4704,2240,0
13,1.12896e+07,2.23921e+09,7056,1600,0
14,1.0537e+07,1.27196e+08,4704,2240,0
15,1.0537e+07,1.70097e+08,4704,2240,0
16,1.0537e+07,1.49023e+08,4704,2240,0
