id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,3.52397e+07,4.37429e+09,9576,3680,2
1,3.52397e+07,4.44654e+09,9576,3680,2
2,1.51281e+08,4.60234e+09,7056,21440,3
3,1.58054e+07,4.21962e+08,7056,2240,0
4,2.09019e+09,4.37429e+09,45360,46080,1
5,3.52397e+07,4.44654e+09,9576,3680,2
6,1.65581e+07,4.53186e+09,4704,3520,0
7,6.2496e+07,1.53592e+08,12600,4960,2
8,2.86003e+07,4.66484e+09,4704,6080,0
9,1.58054e+07,4.21962e+08,7056,2240,0
10,7.90272e+07,4.60234e+09,7056,11200,0
11,2.86003e+07,4.66484e+09,4704,6080,0
12,1.58054e+07,4.53186e+09,7056,2240,0
13,2.09019e+09,4.37504e+09,45360,46080,1
14,3.52397e+07,4.37429e+09,9576,3680,2
15,2.09019e+09,4.4473e+09,45360,46080,1
16,2.09019e+09,4.44654e+09,45360,46080,1
17,6.2496e+07,1.53592e+08,12600,4960,2
