28,0
15,0
29,1
30,1
29,2
24,2
35,2
15,2
34,3
8,3
39,3
11,4
33,4
12,5
13,5
39,5
17,6
31,6
5,6
11,7
33,7
16,8
37,8
11,9
43,9
2,9
0,9
26,9
11,10
43,10
2,10
0,10
26,10
41,11
26,11
23,12
28,12
20,12
14,13
10,13
34,13
12,13
22,13
6,13
25,13
30,13
20,13
16,13
41,13
42,13
43,13
4,13
23,14
36,14
6,15
18,15
30,16
24,16
4,18
3,18
38,19
21,19
8,19
13,19
5,19
18,19
27,19
35,19
37,19
33,19
3,19
9,19
2,20
21,21
0,21
2,22
10,23
17,23
31,23
19,24
1,24
14,25
38,25
22,26
39,26
42,26
25,28
27,28
19,29
1,29
9,29
22,30
39,30
42,30
36,31
