id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,1.36282e+07,9.56122e+07,6552,2080,2
1,2.25792e+07,1.6343e+08,14112,1600,3
2,2.9353e+07,2.5122e+08,7056,4160,3
3,1.36282e+07,9.56122e+07,6552,2080,2
4,1.2096e+06,9.56122e+07,840,1440,1
5,1.2096e+06,9.56122e+07,840,1440,1
6,1.2096e+06,1.66441e+08,840,1440,1
7,1.95686e+07,1.3698e+08,4704,4160,3
8,1.99181e+07,1.66441e+08,6552,3040,2
9,1.99181e+07,1.66441e+08,6552,3040,2
10,6.02112e+06,1.4526e+08,4704,1280,0
11,7.5264e+06,1.27196e+08,4704,1600,3
12,1.2096e+06,1.66441e+08,840,1440,1
13,6.02112e+06,1.4526e+08,4704,1280,0
14,1.20422e+07,1.4526e+08,4704,2560,0
15,1.58054e+07,1.94504e+08,7056,2240,3
16,3.61267e+07,2.52995e+08,14112,2560,3
17,1.20422e+07,1.4526e+08,4704,2560,0
18,6.02112e+06,1.4526e+08,4704,1280,3
19,6.02112e+06,1.27196e+08,4704,1280,0
20,6.02112e+06,1.94934e+08,4704,1280,0
21,7.5264e+06,1.4526e+08,4704,1600,3
22,1.2096e+06,7.82208e+07,840,1440,1
23,1.20422e+07,1.47679e+08,4704,2560,0
24,6.02112e+06,1.4526e+08,4704,1280,0
25,1.95686e+07,2.06707e+08,4704,4160,3
26,1.2096e+06,7.82208e+07,840,1440,1
27,3.61267e+07,2.05578e+08,14112,2560,3
