id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,1.12896e+07,1.78376e+08,7056,1600,3
1,7.5264e+06,1.71602e+08,4704,1600,0
2,7.5264e+06,1.52033e+08,4704,1600,0
3,7.5264e+06,9.93485e+07,4704,1600,0
4,1.12896e+07,1.85902e+08,7056,1600,3
5,1.12896e+07,1.35475e+08,7056,1600,3
6,7.5264e+06,1.42249e+08,4704,1600,0
7,7.5264e+06,1.64828e+08,4704,1600,0
8,1.0537e+07,1.10638e+08,4704,2240,0
9,2.86003e+07,1.5956e+08,4704,6080,3
10,1.12896e+07,1.35475e+08,7056,1600,3
11,1.12896e+07,1.57302e+08,7056,1600,3
12,6.02112e+07,1.90418e+08,11760,5120,3
13,7.5264e+06,1.71602e+08,4704,1600,0
14,7.5264e+06,1.52033e+08,4704,1600,0
