id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,2.48371e+07,2.66435e+08,7056,3520,0
1,3.38688e+07,2.95788e+08,7056,4800,0
2,3.38688e+07,3.20625e+08,7056,4800,0
3,2.48371e+07,2.66435e+08,7056,3520,0
4,2.48371e+07,2.66435e+08,7056,3520,0
5,2.48371e+07,2.32566e+08,7056,3520,0
6,2.48371e+07,2.66435e+08,7056,3520,0
7,3.38688e+07,3.20625e+08,7056,4800,0
8,2.48371e+07,2.66435e+08,7056,3520,0
9,3.38688e+07,3.20625e+08,7056,4800,0
10,3.38688e+07,3.20625e+08,7056,4800,0
11,2.48371e+07,2.66435e+08,7056,3520,0
12,3.38688e+07,3.20625e+08,7056,4800,0
13,2.48371e+07,2.66435e+08,7056,3520,0
14,3.38688e+07,3.20625e+08,7056,4800,0
15,3.38688e+07,3.20625e+08,7056,4800,0
