id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,1.0537e+07,5.11043e+08,4704,2240,0
1,2.48371e+07,5.00506e+08,7056,3520,0
2,2.48371e+07,5.23085e+08,7056,3520,0
3,2.48371e+07,5.00506e+08,7056,3520,0
4,2.48371e+07,5.23085e+08,7056,3520,0
5,1.0537e+07,5.16311e+08,4704,2240,0
6,2.48371e+07,5.23085e+08,7056,3520,0
7,1.0537e+07,5.19322e+08,4704,2240,0
8,1.0537e+07,5.59964e+08,4704,2240,0
9,1.0537e+07,5.07279e+08,4704,2240,0
10,1.50528e+07,5.50932e+08,11760,1280,0
11,1.0537e+07,5.19322e+08,4704,2240,0
12,1.50528e+07,5.87059e+08,11760,1280,0
13,1.8816e+07,5.65985e+08,11760,1600,3
14,1.0537e+07,5.33622e+08,4704,2240,0
15,1.0537e+07,5.07279e+08,4704,2240,0
16,1.0537e+07,5.19322e+08,4704,2240,0
17,1.50528e+07,5.79533e+08,11760,1280,0
18,2.48371e+07,5.00506e+08,7056,3520,0
19,1.0537e+07,4.96742e+08,4704,2240,0
20,1.50528e+07,5.25343e+08,11760,1280,0
21,1.0537e+07,5.19322e+08,4704,2240,0
22,1.50528e+07,6.02112e+08,11760,1280,0
23,1.0537e+07,4.96742e+08,4704,2240,0
24,1.0537e+07,5.23837e+08,4704,2240,0
25,2.48371e+07,5.23085e+08,7056,3520,0
26,1.0537e+07,5.07279e+08,4704,2240,0
27,1.0537e+07,5.07279e+08,4704,2240,0
28,1.50528e+07,5.98349e+08,11760,1280,0
29,1.0537e+07,5.33622e+08,4704,2240,0
30,1.0537e+07,5.07279e+08,4704,2240,0
31,1.0537e+07,5.07279e+08,4704,2240,0
32,1.0537e+07,5.01258e+08,4704,2240,0
33,1.0537e+07,5.19322e+08,4704,2240,0
34,1.0537e+07,5.19322e+08,4704,2240,0
35,1.50528e+07,5.81038e+08,11760,1280,0
36,1.0537e+07,5.23837e+08,4704,2240,0
37,1.0537e+07,5.19322e+08,4704,2240,0
38,1.0537e+07,5.01258e+08,4704,2240,0
39,1.0537e+07,4.96742e+08,4704,2240,0
40,1.0537e+07,5.16311e+08,4704,2240,0
41,1.0537e+07,5.11043e+08,4704,2240,0
42,1.0537e+07,5.33622e+08,4704,2240,0
43,1.0537e+07,5.42653e+08,4704,2240,0
44,1.0537e+07,5.31364e+08,4704,2240,0
45,1.0537e+07,5.61469e+08,4704,2240,0
46,1.50528e+07,6.02112e+08,11760,1280,0
47,1.0537e+07,5.59964e+08,4704,2240,0
48,1.50528e+07,5.65985e+08,11760,1280,0
49,1.0537e+07,5.11043e+08,4704,2240,0
50,1.50528e+07,5.72006e+08,11760,1280,0
51,1.0537e+07,5.16311e+08,4704,2240,0
52,1.50528e+07,5.55448e+08,11760,1280,0
53,1.0537e+07,5.33622e+08,4704,2240,0
54,1.0537e+07,5.59964e+08,4704,2240,0
55,1.0537e+07,5.19322e+08,4704,2240,0
56,1.0537e+07,5.16311e+08,4704,2240,0
57,1.50528e+07,5.51685e+08,11760,1280,0
58,1.0537e+07,5.11043e+08,4704,2240,0
59,1.0537e+07,5.19322e+08,4704,2240,0
60,1.50528e+07,5.56954e+08,11760,1280,0
61,1.0537e+07,4.96742e+08,4704,2240,0
62,1.0537e+07,5.19322e+08,4704,2240,0
63,1.0537e+07,5.07279e+08,4704,2240,0
64,1.0537e+07,5.19322e+08,4704,2240,0
65,2.48371e+07,5.00506e+08,7056,3520,0
66,1.0537e+07,5.59964e+08,4704,2240,0
67,1.8816e+07,6.06628e+08,11760,1600,3
68,1.0537e+07,5.19322e+08,4704,2240,0
69,1.0537e+07,5.07279e+08,4704,2240,0
70,1.50528e+07,5.87059e+08,11760,1280,0
71,1.0537e+07,5.16311e+08,4704,2240,0
